t,attack_active,innovation_norm,nis,anis,nis_alarm,anis_alarm,p_trace,invert_ok,filt_x,filt_y,filt_z,true_x,true_y,true_z,spoof_error,lambda_k
1,0,25.573865,9.107792,9.107792,0,1,63.611138,1,4180483.9492,851784.6283,4726003.0863,4180483.8852,851790.4574,4726000.1391,24.8956,1.000000
2,0,12.369695,3.153039,6.130416,0,1,118.732978,1,4180482.7523,851790.1786,4726002.5227,4180483.1551,851790.3086,4726000.8072,2.8837,2.473325
3,0,7.165895,0.790651,4.350494,0,0,99.735242,1,4180484.7463,851789.2893,4726005.9926,4180482.4250,851790.1598,4726001.4754,8.1958,1.000000
4,0,10.917998,1.014158,3.516410,0,0,85.773529,1,4180485.1166,851791.3322,4726002.6745,4180481.6948,851790.0111,4726002.1435,6.5797,1.000000
5,0,4.097778,0.216671,2.856462,0,0,74.994403,1,4180486.2260,851791.2583,4726004.5483,4180480.9647,851789.8623,4726002.8117,7.0644,1.000000
6,0,15.466176,2.468625,2.791823,0,0,66.511194,1,4180484.6318,851793.5698,4725999.5896,4180480.2346,851789.7135,4726003.4798,13.9192,1.000000
7,0,5.834940,0.472860,2.460542,0,0,59.708608,1,4180484.7083,851793.1700,4725997.4511,4180479.5045,851789.5648,4726004.1480,11.2201,1.000000
8,0,8.423129,0.540660,2.220557,0,0,54.153500,1,4180484.9736,851793.9532,4725999.5725,4180478.7744,851789.4160,4726004.8161,8.0761,1.000000
9,0,14.303462,6.054468,2.646547,0,0,49.540992,1,4180480.8771,851791.9776,4725999.0385,4180478.0442,851789.2672,4726005.4843,8.9679,1.000000
10,0,16.804205,4.219981,2.803891,0,0,45.654177,1,4180481.9506,851789.6825,4726002.6985,4180477.3141,851789.1185,4726006.1525,11.4687,1.000000
11,0,23.620584,11.024307,2.995542,0,0,42.336172,1,4180476.5303,851789.5895,4726007.2554,4180476.5840,851788.9697,4726006.8206,17.3103,1.000000
12,0,10.689513,3.065003,2.986738,0,0,39.471430,1,4180475.3096,851786.8059,4726006.7905,4180475.8539,851788.8209,4726007.4888,9.9298,1.000000
