t,attack_active,innovation_norm,nis,anis,nis_alarm,anis_alarm,p_trace,invert_ok,filt_x,filt_y,filt_z,true_x,true_y,true_z,spoof_error,lambda_k
1,0,3.766809,0.388000,0.388000,0,0,63.611138,1,4180482.9931,851790.9490,4725999.5581,4180483.8852,851790.4574,4726000.1391,3.0664,1.000000
2,0,28.507009,7.677210,4.032605,0,0,73.205792,1,4180485.7100,851787.8462,4726007.6877,4180483.1551,851790.3086,4726000.8072,26.9827,1.000000
3,0,20.612401,10.973946,6.346385,0,1,75.173785,1,4180475.3749,851788.6971,4726010.8625,4180482.4250,851790.1598,4726001.4754,18.5644,1.000000
4,0,15.308390,2.828441,5.466899,0,1,97.270429,1,4180477.7792,851786.7990,4726007.1595,4180481.6948,851790.0111,4726002.1435,4.1022,1.873032
5,0,25.522114,7.116337,5.796787,0,1,104.986261,1,4180481.9171,851792.9675,4725995.0194,4180480.9647,851789.8623,4726002.8117,17.4834,1.931037
6,0,21.753422,3.874501,5.476406,0,1,105.917941,1,4180481.4328,851788.7172,4726006.8325,4180480.2346,851789.7135,4726003.4798,11.2354,1.926733
7,0,8.602727,0.878591,4.819575,0,1,98.622710,1,4180478.4097,851789.5430,4726012.2112,4180479.5045,851789.5648,4726004.1480,11.3031,1.613325
8,0,17.941626,2.049551,4.473322,0,1,97.848590,1,4180477.2118,851790.0521,4726003.5337,4180478.7744,851789.4160,4726004.8161,8.9111,1.701764
9,0,13.808910,3.583440,4.374446,0,0,94.583353,1,4180476.2226,851783.2688,4725999.1856,4180478.0442,851789.2672,4726005.4843,14.4313,1.569522
10,0,29.165243,6.141044,4.551106,0,1,74.383929,1,4180474.7580,851783.4105,4726011.3256,4180477.3141,851789.1185,4726006.1525,21.9773,1.000000
11,0,11.798936,2.961070,4.808413,0,1,105.384198,1,4180467.3476,851778.7124,4726010.0168,4180476.5840,851788.9697,4726006.8206,17.2942,2.666414
12,0,19.873728,8.682683,4.908960,0,1,99.958455,1,4180473.4830,851784.5533,4726015.4611,4180475.8539,851788.8209,4726007.4888,11.4130,1.598339
13,0,27.106216,7.426965,4.554262,0,1,106.827567,1,4180481.1835,851785.2880,4726002.4744,4180475.1237,851788.6722,4726008.1569,18.3558,1.904622
14,0,16.887153,4.790959,4.750514,0,1,109.540137,1,4180476.3238,851791.1532,4726008.2531,4180474.3936,851788.5234,4726008.8251,6.8021,1.802896
15,0,5.826357,0.695847,4.108465,0,0,98.434846,1,4180473.8231,851790.7886,4726010.2982,4180473.6635,851788.3746,4726009.4932,2.8115,1.326294
16,0,14.262117,3.265321,4.047547,0,0,80.940252,1,4180468.3703,851790.9444,4726006.1548,4180472.9334,851788.2259,4726010.1614,13.5151,1.000000
17,0,9.304044,1.888625,4.148551,0,0,71.552033,1,4180468.2695,851788.6858,4726007.9139,4180472.2032,851788.0771,4726010.8295,3.5809,1.000000
18,0,10.311659,2.624414,4.206037,0,0,65.085179,1,4180470.5635,851787.7876,4726009.7239,4180471.4731,851787.9283,4726011.4977,4.7403,1.000000
19,0,8.050492,1.138904,3.961583,0,0,59.898928,1,4180471.8865,851788.4557,4726008.0244,4180470.7430,851787.7796,4726012.1658,9.1259,1.000000
20,0,4.145577,0.479470,3.395426,0,0,55.437678,1,4180472.3867,851787.2494,4726008.4581,4180470.0129,851787.6308,4726012.8340,5.8240,1.000000
21,0,9.545670,2.197822,3.319101,0,0,51.498126,1,4180471.4953,851789.6916,4726006.9801,4180469.2828,851787.4820,4726013.5021,12.3273,1.000000
22,0,6.065089,0.990996,2.549932,0,0,47.988993,1,4180469.6293,851789.2299,4726006.1116,4180468.5526,851787.3333,4726014.1703,10.0144,1.000000
23,0,11.186086,1.363151,1.943551,0,0,44.853775,1,4180468.8162,851790.5260,4726002.8593,4180467.8225,851787.1845,4726014.8384,20.3203,1.000000
24,0,34.701063,10.965469,2.561002,0,0,42.047573,1,4180467.8859,851788.6277,4726011.4254,4180467.0924,851787.0357,4726015.5066,20.8812,1.000000
25,0,3.043171,0.174033,2.508821,0,0,39.530928,1,4180467.7631,851788.8979,4726012.5015,4180466.3623,851786.8870,4726016.1747,4.3651,1.000000
26,0,10.170827,2.237348,2.406023,0,0,37.268521,1,4180465.4255,851788.3957,4726014.7010,4180465.6321,851786.7382,4726016.8429,6.4342,1.000000
27,0,11.761384,2.360675,2.453228,0,0,35.228962,1,4180464.6891,851790.0379,4726017.6018,4180464.9020,851786.5895,4726017.5110,11.5179,1.000000
28,0,8.021630,2.015176,2.392304,0,0,33.384659,1,4180462.8862,851788.8385,4726018.9873,4180464.1719,851786.4407,4726018.1792,6.0363,1.000000
29,0,10.577493,1.980566,2.476471,0,0,31.711573,1,4180460.9534,851788.0322,4726018.2500,4180463.4418,851786.2919,4726018.8473,9.8555,1.000000
30,0,7.681985,0.814987,2.510022,0,0,30.188887,1,4180460.6723,851787.6760,4726017.7425,4180462.7116,851786.1432,4726019.5155,7.2434,1.000000
31,0,12.685531,3.773873,2.667627,0,0,28.798631,1,4180461.4057,851786.6462,4726019.9973,4180461.9815,851785.9944,4726020.1836,9.5228,1.000000
32,0,10.612343,2.519230,2.820451,0,0,27.525310,1,4180459.7110,851785.4037,4726019.5523,4180461.2514,851785.8456,4726020.8518,10.5823,1.000000
33,0,15.620301,2.599410,2.944077,0,0,26.355558,1,4180458.7439,851785.9399,4726017.7013,4180460.5213,851785.6969,4726021.5199,16.8113,1.000000
34,0,22.357529,8.109503,2.658480,0,0,25.277832,1,4180459.6148,851784.6177,4726021.3958,4180459.7911,851785.5481,4726022.1881,18.1882,1.000000
35,0,8.998343,0.802070,2.721284,0,0,24.282141,1,4180459.0374,851784.0561,4726023.5876,4180459.0610,851785.3993,4726022.8563,8.6138,1.000000
36,0,3.120026,0.318989,2.529448,0,0,23.359817,1,4180457.9024,851783.9487,4726024.3340,4180458.3309,851785.2506,4726023.5244,2.7890,1.000000
37,0,24.028802,11.358865,3.429267,1,0,22.503315,1,4180459.4253,851783.0784,4726027.9253,4180457.6008,851785.1018,4726024.1926,24.8148,1.000000
38,0,10.624050,1.430237,3.370773,0,0,21.706051,1,4180458.2965,851782.5039,4726027.5452,4180456.8706,851784.9530,4726024.8607,7.1702,1.000000
39,0,12.630910,2.014899,3.374206,0,0,20.962260,1,4180458.3207,851782.3516,4726026.8709,4180456.1405,851784.8043,4726025.5289,10.7671,1.000000
40,0,9.595277,1.189470,3.411655,0,0,20.266879,1,4180457.8058,851782.5329,4726028.9148,4180455.4104,851784.6555,4726026.1970,10.7979,1.000000
41,0,15.813473,6.713190,3.705586,0,0,19.615447,1,4180456.0820,851783.4959,4726031.0061,4180454.6803,851784.5067,4726026.8652,15.3484,1.000000
42,0,5.596563,1.109281,3.564591,0,0,19.004021,1,4180454.7429,851783.1432,4726031.9504,4180453.9501,851784.3580,4726027.5333,6.1171,1.000000
43,0,5.645206,1.126590,3.417309,0,0,18.429105,1,4180453.7605,851783.5246,4726033.0051,4180453.2200,851784.2092,4726028.2015,6.6950,1.000000
44,0,27.385504,7.554641,3.361823,0,0,17.887592,1,4180452.9437,851782.6548,4726030.8101,4180452.4899,851784.0604,4726028.8696,22.5723,1.000000
45,0,10.337734,1.758518,3.457468,0,0,17.376711,1,4180452.3210,851781.7850,4726032.6612,4180451.7598,851783.9117,4726029.5378,12.9502,1.000000
46,0,9.784404,2.812824,3.706851,0,0,16.893984,1,4180452.5472,851781.7968,4726034.0886,4180451.0296,851783.7629,4726030.2059,11.9648,1.000000
47,0,18.114259,4.445275,3.015492,0,0,16.437191,1,4180452.3817,851782.1896,4726033.1917,4180450.2995,851783.6141,4726030.8740,14.3294,1.000000
48,0,8.237623,2.297982,3.102267,0,0,16.004335,1,4180450.9240,851781.8023,4726033.7634,4180449.5694,851783.4654,4726031.5422,6.3194,1.000000
49,0,12.288591,2.574780,3.158255,0,0,15.593616,1,4180449.6113,851781.8196,4726035.6493,4180448.8393,851783.3166,4726032.2103,13.5861,1.000000
50,0,15.060874,2.395119,3.278820,0,0,15.203411,1,4180448.5873,851781.7245,4726035.0289,4180448.1091,851783.1678,4726032.8785,11.2933,1.000000
51,0,12.357576,2.393094,2.846811,0,0,14.832248,1,4180447.7296,851782.0879,4726036.8893,4180447.3790,851783.0191,4726033.5466,13.7953,1.000000
52,0,16.459821,2.811747,3.017057,0,0,14.478792,1,4180447.0621,851781.5573,4726039.2780,4180446.6489,851782.8703,4726034.2148,20.1141,1.000000
53,0,18.168514,6.684377,3.572836,0,0,14.141830,1,4180445.2731,851781.2240,4726038.8593,4180445.9187,851782.7215,4726034.8829,14.3314,1.000000
54,0,10.331330,1.458986,2.963270,0,0,13.820258,1,4180444.5552,851781.3927,4726038.8391,4180445.1886,851782.5728,4726035.5511,5.9105,1.000000
55,0,22.606876,18.114663,4.598885,1,1,13.513064,1,4180445.5084,851782.2339,4726040.0888,4180444.4585,851782.4240,4726036.2192,22.4743,1.000000
56,0,11.810945,2.840649,4.601667,0,1,51.619124,1,4180443.4719,851779.2934,4726043.5535,4180443.7284,851782.2752,4726036.8874,14.6113,5.423743
57,0,10.157861,1.912910,4.348431,0,0,40.849377,1,4180443.9648,851780.4435,4726046.5227,4180442.9982,851782.1265,4726037.5555,15.1858,1.014439
58,0,30.186147,8.334757,4.952108,0,1,33.864277,1,4180443.5516,851778.8897,4726040.8652,4180442.2681,851781.9777,4726038.2237,21.7915,1.000000
59,0,5.936733,0.774052,4.772036,0,1,69.451936,1,4180441.2033,851780.2837,4726043.0496,4180441.5380,851781.8289,4726038.8918,6.2425,3.562830
60,0,13.478378,1.296509,4.662175,0,1,68.174657,1,4180441.1355,851780.2291,4726037.8081,4180440.8079,851781.6802,4726039.5600,9.2375,1.677415
61,0,7.342749,0.995746,4.522440,0,1,65.177227,1,4180441.3900,851782.1746,4726036.2996,4180440.0777,851781.5314,4726040.2281,7.9904,1.572612
62,0,10.325312,1.947879,4.436053,0,1,59.603862,1,4180438.0621,851780.7996,4726034.0183,4180439.3476,851781.3826,4726040.8963,12.6789,1.406428
63,0,11.644145,1.907528,3.958368,0,0,51.918114,1,4180438.0075,851778.5656,4726037.8201,4180438.6175,851781.2339,4726041.5644,7.1598,1.228369
64,0,28.942853,7.569548,4.569424,0,1,41.118631,1,4180436.1347,851779.6561,4726046.0570,4180437.8873,851781.0851,4726042.2326,24.9395,1.000000
65,0,20.736867,3.339423,3.091900,0,0,74.359902,1,4180433.1824,851780.2947,4726056.8258,4180437.1572,851780.9363,4726042.9007,25.0420,3.214229
66,0,13.039743,2.930392,3.100874,0,0,53.687566,1,4180435.3150,851780.6059,4726054.7834,4180436.4271,851780.7876,4726043.5689,6.6519,1.000000
67,0,40.443936,14.116677,4.321251,1,0,43.501392,1,4180434.3939,851778.2968,4726044.7048,4180435.6970,851780.6388,4726044.2370,29.1012,1.000000
68,0,10.947020,1.196965,3.607472,0,0,37.768011,1,4180432.9336,851777.7455,4726047.7444,4180434.9668,851780.4900,4726044.9052,12.0980,1.000000
69,0,6.611032,1.394850,3.669552,0,0,34.316822,1,4180432.8443,851776.1675,4726048.6535,4180434.2367,851780.3413,4726045.5733,9.5202,1.000000
70,0,18.848046,6.273961,4.167297,0,0,32.146708,1,4180430.9223,851777.9202,4726046.2280,4180433.5066,851780.1925,4726046.2414,14.8387,1.000000
71,0,9.160072,1.969064,4.264629,0,0,30.719867,1,4180431.4290,851778.2178,4726045.4867,4180432.7764,851780.0437,4726046.9096,7.2190,1.000000
72,0,25.667323,6.605922,4.730433,0,1,29.720794,1,4180431.9962,851778.1078,4726040.9849,4180432.0463,851779.8950,4726047.5777,27.1564,1.000000
73,0,4.567433,0.418108,4.581491,0,1,101.213616,1,4180432.4744,851775.5370,4726042.2598,4180431.3162,851779.7462,4726048.2459,7.7594,8.129281
74,0,10.861234,1.920391,4.016575,0,0,91.990017,1,4180431.6250,851779.7940,4726046.6183,4180430.5861,851779.5974,4726048.9140,3.6116,1.788433
75,0,13.441347,2.798427,3.962476,0,0,66.599664,1,4180428.0548,851777.9263,4726042.6471,4180429.8559,851779.4487,4726049.5822,14.8422,1.000000
76,0,15.033753,1.813227,3.850759,0,0,55.479783,1,4180427.2101,851776.8984,4726047.7503,4180429.1258,851779.2999,4726050.2503,8.3815,1.000000
77,0,21.815985,4.839298,2.923021,0,0,49.701062,1,4180425.6640,851778.8637,4726054.8020,4180428.3957,851779.1511,4726050.9185,18.9737,1.000000
78,0,8.562576,1.200303,2.923355,0,0,46.272151,1,4180426.1765,851778.5055,4726058.2729,4180427.6655,851779.0024,4726051.5866,11.7407,1.000000
79,0,6.297460,0.602734,2.844143,0,0,43.908911,1,4180424.4105,851778.3668,4726061.4942,4180426.9354,851778.8536,4726052.2548,13.9511,1.000000
80,0,15.452680,2.549229,2.471670,0,0,42.014477,1,4180424.9234,851778.0715,4726059.5304,4180426.2053,851778.7048,4726052.9229,4.9006,1.000000
81,0,14.768179,3.255262,2.600290,0,0,40.316870,1,4180423.7196,851780.0498,4726064.1947,4180425.4752,851778.5561,4726053.5911,21.2899,1.000000
82,0,13.063959,3.446957,2.284394,0,0,38.703677,1,4180425.2382,851779.7306,4726063.7427,4180424.7450,851778.4073,4726054.2592,7.7575,1.000000
83,0,10.556431,3.124758,2.555059,0,0,37.137939,1,4180423.3907,851777.9671,4726064.2501,4180424.0149,851778.2585,4726054.9273,9.9095,1.000000
84,0,25.139452,6.603838,3.023403,0,0,35.615040,1,4180423.5760,851776.2667,4726060.1272,4180423.2848,851778.1098,4726055.5955,15.8389,1.000000
85,0,8.022442,1.287291,2.872290,0,0,34.141640,1,4180423.2119,851774.7692,4726062.2499,4180422.5546,851777.9610,4726056.2636,12.9216,1.000000
86,0,12.023281,2.014792,2.892446,0,0,32.726247,1,4180423.7538,851773.7549,4726060.9500,4180421.8245,851777.8122,4726056.9318,9.6137,1.000000
87,0,10.852202,3.199701,2.728487,0,0,31.375588,1,4180423.7747,851775.1993,4726060.5949,4180421.0944,851777.6635,4726057.5999,6.6587,1.000000
88,0,4.618234,0.624167,2.670873,0,0,30.093678,1,4180422.5558,851775.0466,4726061.6066,4180420.3642,851777.5147,4726058.2681,5.3366,1.000000
89,0,9.751831,0.820739,2.692673,0,0,28.881995,1,4180422.1232,851774.9497,4726060.4299,4180419.6341,851777.3659,4726058.9362,7.0877,1.000000
90,0,7.976760,0.929638,2.530714,0,0,27.740022,1,4180420.9562,851774.8623,4726059.6768,4180418.9040,851777.2172,4726059.6044,5.9245,1.000000
91,0,12.370452,3.745911,2.579779,0,0,26.665819,1,4180418.7543,851775.0327,4726061.4269,4180418.1739,851777.0684,4726060.2725,10.3549,1.000000
92,0,8.175006,2.192431,2.454327,0,0,25.656515,1,4180417.9865,851776.1796,4726062.2673,4180417.4437,851776.9196,4726060.9406,6.5175,1.000000
93,0,23.927608,5.665321,2.708383,0,0,24.708694,1,4180417.7757,851776.8368,4726058.9935,4180416.7136,851776.7709,4726061.6088,22.7137,1.000000
94,0,11.553444,1.900173,2.238016,0,0,23.818670,1,4180417.4728,851777.5708,4726057.6558,4180415.9835,851776.6221,4726062.2769,14.5551,1.000000
95,0,13.710514,6.514576,2.760745,0,0,22.982684,1,4180415.0578,851776.5290,4726057.9201,4180415.2533,851776.4733,4726062.9451,12.5847,1.000000
96,0,9.253447,2.855035,2.844769,0,0,22.197026,1,4180414.5382,851775.1563,4726058.4258,4180414.5232,851776.3246,4726063.6132,9.4074,1.000000
97,0,7.618407,1.805045,2.705304,0,0,21.458125,1,4180412.8544,851775.2579,4726059.0419,4180413.7931,851776.1758,4726064.2814,7.3286,1.000000
98,0,2.979822,0.308562,2.673743,0,0,20.762591,1,4180412.2766,851774.7653,4726059.2126,4180413.0629,851776.0270,4726064.9495,7.0162,1.000000
99,0,8.487286,2.001620,2.791831,0,0,20.107247,1,4180412.1667,851773.8949,4726060.0344,4180412.3328,851775.8783,4726065.6176,7.9076,1.000000
100,0,4.936425,0.558056,2.754673,0,0,19.489133,1,4180410.9910,851773.6705,4726059.8506,4180411.6027,851775.7295,4726066.2858,10.3496,1.000000
101,0,9.450902,2.969504,2.677032,0,0,18.905509,1,4180411.0346,851774.2971,4726060.4338,4180410.8725,851775.5807,4726066.9539,8.2419,1.000000
102,0,23.601729,7.513116,3.209101,0,0,18.353847,1,4180411.5074,851774.3558,4726063.3075,4180410.1424,851775.4320,4726067.6221,17.5478,1.000000
103,0,8.669496,2.405883,2.883157,0,0,17.831825,1,4180409.9551,851773.9303,4726063.3082,4180409.4123,851775.2832,4726068.2902,10.5839,1.000000
104,0,11.373654,4.630638,3.156203,0,0,17.337307,1,4180410.3928,851774.4465,4726063.7429,4180408.6821,851775.1344,4726068.9584,12.2035,1.000000
105,0,3.502498,0.132437,2.517989,0,0,16.868335,1,4180409.6673,851774.2767,4726064.4950,4180407.9520,851774.9857,4726069.6265,2.5788,1.000000
106,0,12.107876,3.342519,2.566738,0,0,16.423113,1,4180408.2608,851774.7060,4726065.8125,4180407.2219,851774.8369,4726070.2946,7.4599,1.000000
107,0,14.566586,2.825427,2.668776,0,0,15.999997,1,4180406.9975,851774.7785,4726067.6715,4180406.4917,851774.6881,4726070.9628,9.8558,1.000000
108,0,9.637730,0.968105,2.734730,0,0,15.597476,1,4180406.3460,851774.4687,4726069.1477,4180405.7616,851774.5394,4726071.6309,6.3244,1.000000
109,0,10.922651,3.991380,2.933706,0,0,15.214165,1,4180405.9555,851775.3785,4726069.3327,4180405.0315,851774.3906,4726072.2991,12.1788,1.000000
110,0,2.917971,0.139851,2.891886,0,0,14.848795,1,4180405.3369,851775.1857,4726069.6148,4180404.3014,851774.2418,4726072.9672,5.8183,1.000000
111,0,10.357968,3.063718,2.901307,0,0,14.500197,1,4180404.5547,851774.2904,4726069.5948,4180403.5712,851774.0931,4726073.6354,11.8550,1.000000
112,0,8.693353,2.746084,2.424604,0,0,14.167299,1,4180403.0590,851774.2575,4726070.0185,4180402.8411,851773.9443,4726074.3035,9.1317,1.000000
113,0,11.247219,2.315369,2.415553,0,0,13.849111,1,4180401.8278,851773.8691,4726071.3566,4180402.1110,851773.7955,4726074.9716,7.7192,1.000000
114,0,29.633359,13.594662,3.311955,1,0,13.544724,1,4180400.8886,851772.5025,4726074.2166,4180401.3808,851773.6468,4726075.6398,26.3517,1.000000
115,0,11.861125,2.169753,3.515687,0,0,13.253299,1,4180399.9960,851772.8307,4726073.8926,4180400.6507,851773.4980,4726076.3079,12.8541,1.000000
116,0,4.867103,0.328398,3.214275,0,0,12.974062,1,4180399.0903,851772.7659,4726074.8386,4180399.9206,851773.3492,4726076.9761,3.1792,1.000000
117,0,11.512339,3.853325,3.317064,0,0,12.706295,1,4180398.1568,851773.4448,4726074.8975,4180399.1904,851773.2004,4726077.6442,12.6038,1.000000
118,0,11.016375,4.131767,3.633431,0,0,12.449336,1,4180397.3051,851774.2052,4726075.7524,4180398.4603,851773.0517,4726078.3123,10.9097,1.000000
119,0,11.205820,3.011096,3.535402,0,0,12.202573,1,4180395.9017,851774.2870,4726076.9468,4180397.7302,851772.9029,4726078.9805,10.8692,1.000000
120,0,12.250737,5.382006,4.059618,0,0,11.965436,1,4180395.8087,851774.8905,4726077.7377,4180397.0000,851772.7541,4726079.6486,11.9170,1.000000
121,0,10.669332,2.408511,3.994097,0,0,11.737396,1,4180395.5738,851774.6716,4726077.7029,4180396.2699,851772.6054,4726080.3168,11.4232,1.000000
122,0,16.246150,4.394560,4.158945,0,0,11.517965,1,4180394.5278,851774.0506,4726077.2101,4180395.5398,851772.4566,4726080.9849,18.0548,1.000000
123,0,14.815206,5.140616,4.441469,0,1,11.306683,1,4180394.4580,851773.5425,4726076.9675,4180394.8096,851772.3078,4726081.6530,16.8152,1.000000
124,0,17.625159,4.775542,3.559557,0,0,11.103128,1,4180393.7075,851772.8416,4726078.6359,4180394.0795,851772.1591,4726082.3212,12.8107,1.000000
125,0,10.393776,3.896984,3.732280,0,0,10.906902,1,4180393.7210,851772.8341,4726079.3433,4180393.3493,851772.0103,4726082.9893,10.0750,1.000000
126,0,12.988762,1.824513,3.881892,0,0,10.717636,1,4180392.8344,851772.8284,4726080.7997,4180392.6192,851771.8615,4726083.6575,9.4479,1.000000
127,0,7.706690,1.484135,3.644973,0,0,10.534984,1,4180392.4548,851772.4738,4726081.7377,4180391.8891,851771.7128,4726084.3256,5.8528,1.000000
128,0,14.687430,3.935574,3.625354,0,0,10.358624,1,4180391.1911,851772.3587,4726083.1589,4180391.1589,851771.5640,4726084.9937,12.2122,1.000000
129,0,16.124197,4.232988,3.747543,0,0,10.188253,1,4180390.8522,851771.8333,4726082.8169,4180390.4288,851771.4152,4726085.6619,17.5572,1.000000
130,0,9.862548,3.646211,3.573963,0,0,10.023588,1,4180390.8205,851771.6693,4726083.3980,4180389.6987,851771.2665,4726086.3300,10.7174,1.000000
131,0,8.520990,0.790610,3.412173,0,0,9.864363,1,4180390.1656,851771.4115,4726084.5211,4180388.9685,851771.1177,4726086.9982,5.6824,1.000000
132,0,13.159041,2.179175,3.190635,0,0,9.710330,1,4180389.5922,851771.0097,4726084.3104,4180388.2384,851770.9689,4726087.6663,15.6917,1.000000
133,0,21.458087,13.176894,3.994262,1,0,9.561255,1,4180388.6341,851769.7660,4726085.6464,4180387.5083,851770.8202,4726088.3344,19.4099,1.000000
134,0,9.299679,2.062256,3.722934,0,0,9.416917,1,4180387.6480,851769.3018,4726086.6424,4180386.7781,851770.6714,4726089.0026,7.7014,1.000000
135,0,7.905491,0.748075,3.408043,0,0,9.277110,1,4180387.1013,851769.0819,4726086.7781,4180386.0480,851770.5226,4726089.6707,10.6646,1.000000
136,0,12.011454,4.590820,3.684674,0,0,9.141639,1,4180385.7939,851768.6871,4726087.0341,4180385.3179,851770.3739,4726090.3389,13.3057,1.000000
137,0,10.962850,3.455826,3.881843,0,0,9.010319,1,4180384.5390,851768.5276,4726087.9855,4180384.5877,851770.2251,4726091.0070,9.0779,1.000000
138,0,13.012765,6.061500,4.094435,0,0,8.882978,1,4180383.7061,851769.0846,4726088.7782,4180383.8576,851770.0763,4726091.6751,10.8561,1.000000
139,0,28.294183,18.729915,5.544128,1,1,8.759452,1,4180383.1353,851770.0764,4726090.5441,4180383.1275,851769.9276,4726092.3433,25.4982,1.000000
140,0,1.836918,0.104997,5.190007,0,1,42.528212,1,4180382.5487,851770.4429,4726091.1576,4180382.3973,851769.7788,4726093.0114,2.7376,6.472577
141,0,13.396622,1.445841,5.255530,0,1,47.758931,1,4180382.1427,851769.7946,4726087.5761,4180381.6672,851769.6300,4726093.6796,15.2292,1.574344
142,0,25.401125,5.955470,5.633159,0,1,65.861157,1,4180378.0801,851771.2321,4726098.6040,4180380.9370,851769.4813,4726094.3477,19.4714,2.348685
143,0,19.147903,3.960078,4.711478,0,1,62.816061,1,4180378.9306,851768.1806,4726092.1125,4180380.2069,851769.3325,4726095.0158,14.0699,1.567226
144,0,20.096977,6.724084,5.177661,0,1,72.452286,1,4180382.5249,851773.2278,4726099.6255,4180379.4768,851769.1837,4726095.6840,16.7839,2.126662
145,0,10.286034,1.883730,5.291226,0,1,73.702089,1,4180380.0833,851769.8940,4726103.7500,4180378.7466,851769.0349,4726096.3521,11.2273,1.899582
146,0,32.102703,7.288331,5.560977,0,1,91.880214,1,4180377.6793,851765.9579,4726085.5369,4180378.0165,851768.8862,4726097.0202,24.4423,3.011663
147,0,4.111093,0.329622,5.248357,0,1,91.025524,1,4180375.1384,851766.7672,4726087.2149,4180377.2864,851768.7374,4726097.6884,10.2205,2.299017
148,0,24.464683,5.493088,5.191516,0,1,99.510095,1,4180380.5122,851764.8282,4726101.8248,4180376.5562,851768.5886,4726098.3565,14.5305,2.740351
149,0,6.053398,0.583362,3.376860,0,0,89.469611,1,4180378.0902,851765.9741,4726105.2001,4180375.8261,851768.4399,4726099.0247,8.2397,1.745703
150,1,707.745789,14177.786310,1421.144992,1,1,65.965820,1,4180580.2210,851976.1406,4726101.3741,4180375.0960,851768.2911,4726099.6928,707.5020,1.000000
151,1,376.175341,2833.272567,1704.327664,1,1,2845.451983,1,4180871.3820,852270.1558,4726102.6981,4180374.3658,851768.1423,4726100.3609,707.2625,801.616125
152,1,103.451895,211.760785,1724.908196,1,1,3432.287188,1,4180869.3674,852272.5538,4726090.5184,4180373.6357,851767.9936,4726101.0291,707.2076,22.620724
153,1,26.021464,6.910223,1725.203210,0,1,2514.333043,1,4180872.9684,852263.6423,4726100.1349,4180372.9055,851767.8448,4726101.6972,704.1659,17.623895
154,1,19.043693,3.555959,1724.886398,0,1,3084.847408,1,4180875.5380,852266.6180,4726092.4330,4180372.1754,851767.6960,4726102.3653,708.8150,23.454641
155,1,8.343505,0.422253,1724.740250,0,1,2726.617387,1,4180876.8242,852270.2240,4726094.3717,4180371.4453,851767.5473,4726103.0335,712.8585,19.515243
156,1,36.942947,9.603338,1724.971751,0,1,2940.153691,1,4180868.1964,852264.5583,4726129.9075,4180370.7151,851767.3985,4726103.7016,703.7775,21.820380
157,1,54.050682,19.714140,1726.910203,1,1,2820.986333,1,4180870.8749,852274.9362,4726111.4652,4180369.9850,851767.2497,4726104.3698,713.2628,20.481805
158,1,21.175188,6.113286,1726.972222,0,1,2891.511362,1,4180873.3854,852267.9705,4726083.7430,4180369.2549,851767.1010,4726105.0379,710.9415,21.252470
159,1,41.719659,10.271125,1727.940999,0,1,2855.453129,1,4180867.5154,852268.3361,4726097.6574,4180368.5247,851766.9522,4726105.7060,707.4145,20.839916
160,1,13.959261,3.844770,310.546845,0,1,897.283892,1,4180876.0197,852267.2323,4726105.7803,4180367.7946,851766.8034,4726106.3742,713.3333,5.067196
161,1,28.638702,16.819261,28.901514,1,1,339.156524,1,4180857.6035,852271.2132,4726117.7744,4180367.0644,851766.6547,4726107.0423,702.5932,1.525030
162,1,22.639622,9.070145,8.632450,0,1,206.695470,1,4180856.5603,852261.9793,4726119.4103,4180366.3343,851766.5059,4726107.7104,696.9435,1.387511
163,1,23.730002,5.605805,8.502008,0,1,182.138590,1,4180857.2778,852265.9849,4726108.4064,4180365.6042,851766.3571,4726108.3786,703.0550,2.165396
