t,attack_active,innovation_norm,nis,anis,nis_alarm,anis_alarm,p_trace,invert_ok,filt_x,filt_y,filt_z,true_x,true_y,true_z,spoof_error,lambda_k
1,0,13.334638,3.610865,3.610865,0,0,63.611138,1,4180479.9834,851790.3138,4726000.8520,4180483.8852,851790.4574,4726000.1391,12.3402,1.000000
2,0,10.303769,2.157546,2.884206,0,0,73.205792,1,4180480.2623,851786.2662,4725999.8438,4180483.1551,851790.3086,4726000.8072,8.8509,1.000000
3,0,16.073378,3.943889,3.237434,0,0,75.173785,1,4180484.8553,851783.7650,4726004.4472,4180482.4250,851790.1598,4726001.4754,14.4576,1.000000
4,0,11.531592,3.229067,3.235342,0,0,71.358176,1,4180485.0001,851787.1263,4726007.4565,4180481.6948,851790.0111,4726002.1435,8.4512,1.000000
5,0,13.985704,2.667131,3.121700,0,0,65.515268,1,4180482.2337,851787.8185,4726013.7529,4180480.9647,851789.8623,4726002.8117,18.2383,1.000000
6,0,27.296923,5.767991,3.562748,0,0,59.581536,1,4180480.5018,851787.5890,4726006.7293,4180480.2346,851789.7135,4726003.4798,14.2941,1.000000
7,0,11.054790,1.844445,3.317276,0,0,54.217664,1,4180478.9379,851789.5896,4726010.7318,4180479.5045,851789.5648,4726004.1480,13.2430,1.000000
8,0,4.951254,0.675630,2.987071,0,0,49.554253,1,4180479.5662,851790.7308,4726011.7412,4180478.7744,851789.4160,4726004.8161,7.4087,1.000000
9,0,9.667822,0.975465,2.763559,0,0,45.544164,1,4180479.3008,851792.0835,4726010.5656,4180478.0442,851789.2672,4726005.4843,5.4929,1.000000
10,0,22.012362,4.484677,2.935671,0,0,42.095053,1,4180479.9907,851791.4332,4726005.9936,4180477.3141,851789.1185,4726006.1525,16.7266,1.000000
11,0,10.971070,3.378878,2.912472,0,0,39.114046,1,4180477.0982,851790.7208,4726005.4369,4180476.5840,851788.9697,4726006.8206,7.8293,1.000000
12,0,9.543266,2.597467,2.956464,0,0,36.520552,1,4180474.7876,851789.4023,4726006.6231,4180475.8539,851788.8209,4726007.4888,7.3288,1.000000
13,0,8.775693,1.162992,2.678374,0,0,34.248163,1,4180474.7596,851790.2650,4726005.4499,4180475.1237,851788.6722,4726008.1569,9.7147,1.000000
14,0,7.739174,0.884097,2.443877,0,0,32.243169,1,4180474.5593,851791.1218,4726007.1100,4180474.3936,851788.5234,4726008.8251,6.5383,1.000000
15,0,10.209636,3.336662,2.510830,0,0,30.462339,1,4180475.7329,851790.1686,4726007.8980,4180473.6635,851788.3746,4726009.4932,9.0710,1.000000
16,0,4.445052,0.609647,1.994996,0,0,28.870804,1,4180474.9489,851789.4298,4726008.5847,4180472.9334,851788.2259,4726010.1614,2.2132,1.000000
17,0,3.619580,0.196135,1.830165,0,0,27.440301,1,4180474.2224,851789.1441,4726008.4911,4180472.2032,851788.0771,4726010.8295,5.0478,1.000000
18,0,13.343093,2.071744,1.969776,0,0,26.147768,1,4180472.8710,851788.8417,4726006.8161,4180471.4731,851787.9283,4726011.4977,15.2537,1.000000
19,0,6.965900,1.467567,2.018986,0,0,24.974256,1,4180472.1623,851787.6727,4726007.5225,4180470.7430,851787.7796,4726012.1658,5.9609,1.000000
20,0,7.021866,1.642473,1.734766,0,0,23.904076,1,4180470.3867,851787.6520,4726008.0316,4180470.0129,851787.6308,4726012.8340,6.5046,1.000000
