t,attack_active,innovation_norm,nis,anis,nis_alarm,anis_alarm,p_trace,invert_ok,filt_x,filt_y,filt_z,true_x,true_y,true_z,spoof_error,lambda_k
1,0,18.797632,5.569626,5.569626,0,1,63.611138,1,4180479.5000,851790.3454,4726001.9502,4180483.8852,851790.4574,4726000.1391,17.8220,1.000000
2,0,17.499767,6.262559,5.916092,0,1,100.479574,1,4180486.8392,851786.4133,4725999.8424,4180483.1551,851790.3086,4726000.8072,11.5191,1.754111
3,0,21.629086,5.137438,5.656541,0,1,104.815526,1,4180483.5271,851779.1835,4726009.8783,4180482.4250,851790.1598,4726001.4754,21.6537,1.362045
4,0,17.362623,7.401607,6.092807,0,1,97.313814,1,4180484.5552,851786.2402,4726012.7381,4180481.6948,851790.0111,4726002.1435,11.2779,1.259529
5,0,8.851977,1.639389,5.202124,0,1,81.886199,1,4180481.8384,851788.6052,4726013.6037,4180480.9647,851789.8623,4726002.8117,8.6773,1.041531
6,0,25.511569,4.347374,5.059665,0,1,93.793034,1,4180482.9889,851787.9004,4726001.8915,4180480.2346,851789.7135,4726003.4798,13.4042,1.781767
7,0,9.231250,0.806518,4.452073,0,1,84.899436,1,4180482.7186,851789.9866,4725997.3272,4180479.5045,851789.5648,4726004.1480,11.5409,1.310054
8,0,13.085488,1.306566,4.058885,0,0,79.820246,1,4180483.5742,851791.6230,4726002.6228,4180478.7744,851789.4160,4726004.8161,7.8411,1.319844
9,0,17.851693,2.812753,3.920426,0,0,65.351641,1,4180481.3796,851792.2413,4726009.5391,4180478.0442,851789.2672,4726005.4843,14.5921,1.000000
10,0,6.696990,1.212419,3.649625,0,0,57.007851,1,4180478.9359,851794.3845,4726009.9817,4180477.3141,851789.1185,4726006.1525,8.0819,1.000000
11,0,2.383265,0.089197,3.101582,0,0,51.424453,1,4180478.3784,851795.8402,4726010.3981,4180476.5840,851788.9697,4726006.8206,8.3471,1.000000
12,0,11.431211,3.619147,2.837241,0,0,47.285493,1,4180477.8014,851793.3247,4726010.2461,4180475.8539,851788.8209,4726007.4888,3.5238,1.000000
13,0,12.363895,2.594083,2.582905,0,0,43.989090,1,4180476.7420,851791.4294,4726008.4256,4180475.1237,851788.6722,4726008.1569,7.2106,1.000000
14,0,9.726037,1.108565,1.953601,0,0,41.231660,1,4180476.8939,851792.2823,4726006.6069,4180474.3936,851788.5234,4726008.8251,11.3962,1.000000
15,0,15.502814,2.716921,2.061354,0,0,38.848241,1,4180474.6789,851792.5111,4726010.3213,4180473.6635,851788.3746,4726009.4932,12.7973,1.000000
16,0,14.012758,3.380176,1.964635,0,0,36.742986,1,4180472.3209,851791.1125,4726013.4580,4180472.9334,851788.2259,4726010.1614,12.8948,1.000000
17,0,18.622239,5.703647,2.454348,0,0,34.856406,1,4180473.9556,851791.6323,4726010.9829,4180472.2032,851788.0771,4726010.8295,16.0306,1.000000
18,0,6.847272,1.331573,2.456848,0,0,33.149071,1,4180474.3618,851790.8133,4726010.9190,4180471.4731,851787.9283,4726011.4977,7.1556,1.000000
19,0,10.371770,2.391737,2.414747,0,0,31.593156,1,4180473.5493,851789.1081,4726010.0194,4180470.7430,851787.7796,4726012.1658,9.1644,1.000000
20,0,18.703390,10.916020,3.385107,0,0,30.167896,1,4180469.2700,851789.9624,4726011.3558,4180470.0129,851787.6308,4726012.8340,15.8897,1.000000
21,0,2.775996,0.215271,3.397714,0,0,28.857055,1,4180468.0906,851789.4649,4726012.0308,4180469.2828,851787.4820,4726013.5021,2.1445,1.000000
22,0,5.864665,1.101679,3.145967,0,0,27.647466,1,4180466.9080,851788.2943,4726012.2279,4180468.5526,851787.3333,4726014.1703,5.3593,1.000000
23,0,13.914348,6.512174,3.537776,0,0,26.528158,1,4180464.0124,851786.4021,4726012.4816,4180467.8225,851787.1845,4726014.8384,15.1548,1.000000
24,0,15.913755,5.667349,3.993655,0,0,25.489807,1,4180464.8537,851786.6892,4726014.6693,4180467.0924,851787.0357,4726015.5066,11.0205,1.000000
25,0,7.595370,1.491173,3.871080,0,0,24.524370,1,4180464.9139,851786.3275,4726015.8958,4180466.3623,851786.8870,4726016.1747,5.1077,1.000000
26,0,2.212881,0.167641,3.549826,0,0,23.624842,1,4180464.2530,851785.7951,4726016.5039,4180465.6321,851786.7382,4726016.8429,2.2210,1.000000
27,0,7.797384,0.910709,3.070533,0,0,22.785073,1,4180463.9240,851785.3168,4726016.0834,4180464.9020,851786.5895,4726017.5110,7.8342,1.000000
28,0,4.771680,0.410517,2.978427,0,0,21.999634,1,4180463.3969,851785.2686,4726017.1550,4180464.1719,851786.4407,4726018.1792,2.5410,1.000000
29,0,7.265308,1.797806,2.919034,0,0,21.263710,1,4180463.5344,851785.3226,4726017.8942,4180463.4418,851786.2919,4726018.8473,5.9397,1.000000
30,0,8.544182,1.358321,1.963264,0,0,20.573015,1,4180462.3062,851784.4530,4726019.3736,4180462.7116,851786.1432,4726019.5155,8.3740,1.000000
31,0,8.398121,1.566164,2.098353,0,0,19.923721,1,4180461.9989,851784.7831,4726020.7626,4180461.9815,851785.9944,4726020.1836,7.1455,1.000000
32,0,4.792994,0.730857,2.061271,0,0,19.312402,1,4180460.8611,851784.9860,4726021.6453,4180461.2514,851785.8456,4726020.8518,4.2041,1.000000
33,0,11.958639,1.698168,1.579871,0,0,18.735985,1,4180460.5503,851784.5991,4726023.6981,4180460.5213,851785.6969,4726021.5199,12.6962,1.000000
34,0,7.176237,1.590407,1.172176,0,0,18.191702,1,4180460.4533,851783.9018,4726024.0769,4180459.7911,851785.5481,4726022.1881,7.2654,1.000000
35,0,12.058529,1.838503,1.206909,0,0,17.677062,1,4180459.6450,851784.1608,4726026.0946,4180459.0610,851785.3993,4726022.8563,13.4077,1.000000
36,0,11.545157,4.405706,1.630716,0,0,17.189811,1,4180457.8879,851784.7064,4726027.2943,4180458.3309,851785.2506,4726023.5244,11.9818,1.000000
37,0,3.700015,0.333022,1.572947,0,0,16.727913,1,4180456.8902,851784.2469,4726028.3620,4180457.6008,851785.1018,4726024.1926,7.2753,1.000000
38,0,7.763982,0.579320,1.589827,0,0,16.289519,1,4180456.0583,851783.9014,4726028.3518,4180456.8706,851784.9530,4726024.8607,4.0667,1.000000
39,0,20.550650,8.893098,2.299357,0,0,15.872951,1,4180456.4414,851782.7967,4726030.7270,4180456.1405,851784.8043,4726025.5289,23.3758,1.000000
40,0,14.849291,5.363007,2.699825,0,0,15.476681,1,4180454.8599,851783.3675,4726030.5724,4180455.4104,851784.6555,4726026.1970,10.5105,1.000000
41,0,8.002083,0.694574,2.612666,0,0,15.099318,1,4180454.1851,851782.9674,4726030.6069,4180454.6803,851784.5067,4726026.8652,4.4696,1.000000
42,0,27.182459,8.324101,3.371991,0,0,14.739589,1,4180454.1298,851782.5102,4726028.8519,4180453.9501,851784.3580,4726027.5333,23.5574,1.000000
43,0,13.985739,4.949112,3.697085,0,0,14.396333,1,4180453.1532,851781.2340,4726028.6831,4180453.2200,851784.2092,4726028.2015,14.7562,1.000000
44,0,5.764581,0.313485,3.569393,0,0,14.068483,1,4180452.3286,851780.9518,4726028.7923,4180452.4899,851784.0604,4726028.8696,6.1440,1.000000
45,0,24.200751,13.759978,4.761540,1,1,13.755064,1,4180452.4451,851782.0342,4726030.9236,4180451.7598,851783.9117,4726029.5378,22.1963,1.000000
46,0,12.263126,2.598488,4.580818,0,1,59.556078,1,4180454.6640,851783.4404,4726028.0876,4180451.0296,851783.7629,4726030.2059,11.2143,6.673837
47,0,10.375741,2.366721,4.784188,0,1,62.883647,1,4180451.0013,851781.1672,4726026.2943,4180450.2995,851783.6141,4726030.8740,10.0889,1.691140
48,0,19.796137,3.514844,5.077741,0,1,72.901315,1,4180448.6609,851783.6877,4726035.7746,4180449.5694,851783.4654,4726031.5422,14.4659,2.096404
49,0,11.896238,1.441922,4.332623,0,0,64.682390,1,4180449.2528,851784.9699,4726031.8452,4180448.8393,851783.3166,4726032.2103,7.8441,1.448927
50,0,6.260437,1.190350,3.915358,0,0,47.584174,1,4180449.3795,851783.0877,4726032.4283,4180448.1091,851783.1678,4726032.8785,5.0557,1.000000
51,0,8.094908,2.039186,4.049819,0,0,38.283208,1,4180450.6233,851783.4441,4726032.6651,4180447.3790,851783.0191,4726033.5466,9.3946,1.000000
52,0,4.243305,0.468836,3.264292,0,0,32.508804,1,4180449.9159,851782.5146,4726033.7338,4180446.6489,851782.8703,4726034.2148,4.5655,1.000000
53,0,8.941926,2.685634,3.037944,0,0,28.633508,1,4180447.8502,851783.2688,4726034.3387,4180445.9187,851782.7215,4726034.8829,6.1383,1.000000
54,0,3.952845,0.219400,3.028536,0,0,25.898496,1,4180446.8880,851783.3040,4726035.5427,4180445.1886,851782.5728,4726035.5511,3.3274,1.000000
55,0,1.812456,0.031115,1.655649,0,0,23.899705,1,4180446.1639,851783.1192,4726035.8942,4180444.4585,851782.4240,4726036.2192,2.4923,1.000000
56,0,11.436314,1.249702,1.520771,0,0,22.400483,1,4180445.6062,851783.2494,4726038.1752,4180443.7284,851782.2752,4726036.8874,11.4903,1.000000
57,0,8.161793,2.320061,1.516105,0,0,21.251944,1,4180445.5929,851784.0566,4726038.7810,4180442.9982,851782.1265,4726037.5555,10.1301,1.000000
